iter	Passed	Remaining
240	2351	7407
241	2356	7380
242	2364	7364
243	2367	7334
244	2370	7304
245	2377	7287
246	2381	7261
247	2387	7240
248	2391	7213
249	2400	7201
250	2407	7185
251	2410	7155
252	2420	7147
253	2424	7122
254	2431	7104
255	2436	7080
256	2444	7065
257	2446	7037
258	2459	7037
259	2463	7012
260	2471	6996
261	2478	6980
262	2486	6966
263	2494	6953
264	2498	6928
265	2507	6918
266	2513	6900
267	2521	6886
268	2526	6865
269	2529	6838
270	2541	6836
271	2544	6809
272	2546	6782
273	2554	6769
274	2564	6760
275	2567	6734
276	2576	6724
277	2579	6699
278	2588	6688
279	2595	6674
280	2598	6648
281	2607	6639
282	2610	6614
283	2620	6607
284	2625	6587
285	2633	6574
286	2645	6573
287	2658	6571
288	2667	6563
289	2679	6559
290	2687	6547
291	2700	6547
292	2703	6523
293	2711	6512
294	2720	6501
295	2729	6492
296	2734	6472
297	2742	6460
298	2745	6437
299	2753	6424
300	2757	6404
301	2761	6382
302	2765	6362
303	2768	6339
304	2772	6317
305	2780	6305
306	2784	6285
307	2788	6264
308	2792	6245
309	2796	6223
310	2799	6201
311	2805	6185
312	2808	6165
313	2812	6143
314	2815	6121
315	2818	6101
316	2823	6082
317	2827	6063
318	2830	6042
319	2833	6022
320	2837	6002
321	2849	6000
322	2853	5980
323	2857	5962
324	2861	5943
325	2865	5924
326	2869	5904
327	2873	5886
328	2876	5867
329	2881	5849
330	2885	5831
331	2888	5810
332	2892	5793
333	2896	5775
334	2900	5757
335	2904	5739
336	2907	5719
337	2914	5707
338	2918	5689
339	2921	5670
340	2924	5651
341	2928	5634
342	2932	5617
343	2935	5598
344	2939	5580
345	2943	5563
346	2947	5546
347	2951	5530
348	2954	5511
349	2958	5493
350	2962	5477
351	2965	5459
352	2968	5441
353	2972	5423
354	2976	5407
355	2980	5391
356	2984	5374
357	2987	5357
358	2991	5342
359	2995	5326
360	2999	5309
361	3002	5291
362	3006	5275
363	3009	5257
364	3013	5242
365	3017	5226
366	3025	5217
367	3028	5201
368	3032	5184
369	3036	5170
370	3040	5155
371	3043	5138
372	3046	5121
373	3050	5105
374	3054	5091
375	3057	5074
376	3061	5058
377	3065	5043
378	3069	5029
379	3072	5012
380	3075	4996
381	3083	4989
382	3087	4973
383	3090	4957
384	3100	4953
385	3104	4937
386	3111	4929
387	3115	4913
388	3118	4897
389	3121	4882
390	3124	4867
391	3132	4858
392	3136	4845
393	3140	4829
394	3148	4822
395	3152	4808
396	3158	4797
397	3164	4786
398	3168	4772
399	3174	4761
400	3178	4748
401	3184	4736
402	3187	4721
403	3190	4707
404	3194	4692
405	3202	4685
406	3205	4670
407	3210	4657
408	3213	4644
409	3218	4631
410	3226	4623
411	3231	4612
412	3235	4598
413	3238	4584
414	3246	4576
415	3250	4563
416	3254	4550
417	3257	4535
418	3260	4521
419	3264	4508
420	3268	4495
421	3277	4489
422	3281	4476
423	3285	4463
424	3298	4462
425	3301	4449
426	3304	4434
427	3308	4422
428	3312	4408
429	3316	4395
430	3319	4382
431	3326	4373
432	3329	4360
433	3332	4346
434	3337	4334
435	3341	4321
436	3346	4311
437	3349	4298
438	3353	4286
439	3359	4276
440	3363	4263
441	3369	4253
442	3378	4248
443	3382	4236
444	3389	4226
445	3392	4214
446	3402	4208
447	3406	4197
448	3411	4186
449	3420	4180
450	3426	4171
451	3436	4166
452	3446	4161
453	3451	4151
454	3460	4145
455	3463	4131
456	3469	4122
457	3477	4114
458	3481	4103
459	3484	4090
460	3487	4077
461	3490	4065
462	3494	4052
463	3502	4045
464	3506	4033
465	3512	4024
466	3517	4014
467	3520	4002
468	3523	3989
469	3527	3977
470	3533	3968
471	3541	3961
472	3545	3950
473	3548	3938
474	3552	3926
475	3560	3919
476	3564	3907
477	3572	3901
478	3576	3890
479	3584	3882
480	3588	3871
481	3593	3862
482	3601	3855
483	3605	3843
484	3609	3832
485	3612	3820
486	3616	3809
487	3620	3798
488	3625	3788
489	3629	3777
490	3632	3765
491	3636	3754
492	3644	3747
493	3648	3736
494	3655	3729
495	3666	3726
496	3686	3731
497	3699	3729
498	3703	3718
499	3709	3709
500	3715	3700
501	3724	3695
502	3731	3686
503	3737	3677
504	3741	3667
505	3744	3656
506	3748	3645
507	3756	3638
508	3760	3627
509	3776	3628
510	3779	3617
511	3784	3606
512	3787	3595
513	3791	3585
514	3795	3574
515	3804	3568
516	3807	3557
517	3814	3549
518	3820	3540
519	3824	3530
520	3828	3520
521	3832	3509
522	3837	3499
523	3840	3489
524	3845	3479
525	3849	3468
526	3853	3458
527	3858	3449
528	3862	3438
529	3866	3429
530	3871	3419
531	3876	3409
532	3881	3400
533	3888	3393
534	3894	3385
535	3899	3375
536	3903	3365
537	3908	3355
538	3912	3346
539	3919	3338
540	3924	3329
541	3926	3318
542	3930	3307
543	3935	3299
544	3938	3288
545	3942	3278
546	3946	3268
547	3950	3258
548	3954	3248
549	3962	3242
550	3966	3232
551	3970	3222
552	3974	3212
553	3980	3204
554	3983	3194
555	3987	3184
556	3998	3180
557	4002	3170
558	4006	3161
559	4010	3151
560	4015	3141
561	4019	3132
562	4023	3123
563	4027	3113
564	4032	3104
565	4036	3095
566	4040	3085
567	4045	3076
568	4049	3067
569	4054	3058
570	4057	3048
571	4061	3039
572	4065	3029
573	4071	3021
574	4075	3012
575	4078	3002
576	4082	2992
577	4086	2983
578	4090	2974
579	4094	2964
580	4097	2955
581	4102	2946
582	4106	2936
583	4110	2927
584	4114	2918
585	4120	2911
586	4124	2901
587	4128	2893
588	4132	2883
589	4137	2875
590	4140	2865
591	4145	2856
592	4150	2848
593	4153	2838
594	4159	2831
595	4162	2821
596	4166	2812
597	4170	2803
598	4175	2795
599	4180	2786
600	4184	2777
601	4188	2768
602	4199	2764
603	4202	2755
604	4206	2746
605	4215	2740
606	4219	2731
607	4222	2722
608	4226	2713
609	4237	2709
610	4241	2700
611	4254	2697
612	4258	2688
613	4261	2679
614	4268	2672
615	4275	2665
616	4279	2656
617	4283	2647
618	4287	2639
619	4295	2632
620	4297	2623
621	4301	2614
622	4305	2605
623	4314	2599
624	4318	2590
625	4321	2581
626	4325	2573
627	4331	2565
628	4335	2557
629	4339	2548
630	4344	2540
631	4348	2532
632	4352	2523
633	4357	2515
634	4361	2506
635	4365	2498
636	4370	2490
637	4375	2482
638	4381	2475
639	4387	2468
640	4397	2462
641	4401	2454
642	4407	2447
643	4413	2439
644	4417	2431
645	4422	2423
646	4426	2415
647	4430	2406
648	4433	2398
649	4440	2391
650	4444	2382
651	4448	2374
652	4452	2365
653	4462	2360
654	4466	2352
655	4471	2344
656	4474	2336
657	4478	2327
658	4484	2320
659	4490	2313
660	4495	2305
661	4499	2297
662	4514	2294
663	4523	2288
664	4530	2282
665	4538	2276
666	4545	2269
667	4552	2262
668	4555	2254
669	4559	2245
670	4565	2238
671	4573	2232
672	4580	2225
673	4584	2217
674	4588	2209
675	4592	2201
676	4596	2192
677	4600	2185
678	4604	2176
679	4608	2168
680	4612	2160
681	4618	2153
682	4623	2145
683	4627	2137
684	4630	2129
685	4634	2121
686	4639	2113
687	4642	2105
688	4645	2096
689	4649	2088
690	4652	2080
691	4657	2072
692	4660	2064
693	4664	2056
694	4668	2048
695	4672	2040
696	4676	2033
697	4679	2024
698	4683	2016
699	4687	2008
700	4691	2001
701	4695	1993
702	4698	1985
703	4708	1979
704	4717	1973
705	4720	1965
706	4727	1959
707	4731	1951
708	4735	1943
709	4740	1936
710	4744	1928
711	4748	1920
712	4752	1912
713	4756	1905
714	4759	1897
715	4763	1889
716	4771	1883
717	4775	1875
718	4783	1869
719	4788	1862
720	4792	1854
721	4797	1847
722	4800	1839
723	4804	1831
724	4808	1823
725	4811	1816
726	4815	1808
727	4819	1800
728	4823	1793
729	4827	1785
730	4835	1779
731	4840	1772
732	4843	1764
733	4846	1756
734	4850	1748
735	4862	1744
736	4865	1736
737	4869	1728
738	4873	1721
739	4879	1714
740	4883	1707
741	4887	1699
742	4892	1692
743	4897	1685
744	4901	1677
745	4906	1670
746	4909	1662
747	4914	1655
748	4917	1647
749	4921	1640
750	4924	1632
751	4929	1625
752	4933	1618
753	4943	1612
754	4953	1607
755	4961	1601
756	4969	1595
757	4977	1589
758	4982	1582
759	4990	1576
760	4999	1570
761	5008	1564
762	5017	1558
763	5025	1552
764	5035	1546
765	5045	1541
766	5053	1535
767	5062	1529
768	5069	1522
769	5081	1517
770	5091	1512
771	5104	1507
772	5115	1502
773	5132	1498
774	5142	1493
775	5152	1487
776	5161	1481
777	5169	1475
778	5177	1468
779	5182	1461
780	5192	1455
781	5198	1449
782	5206	1442
783	5218	1437
784	5226	1431
785	5234	1425
786	5242	1418
787	5246	1411
788	5256	1405
789	5264	1399
790	5269	1392
791	5278	1386
792	5287	1380
793	5293	1373
794	5304	1367
795	5315	1362
796	5323	1355
797	5329	1349
798	5338	1343
799	5346	1336
800	5355	1330
801	5365	1324
802	5375	1318
803	5383	1312
804	5393	1306
805	5402	1300
806	5410	1294
807	5416	1287
808	5427	1281
809	5435	1274
810	5442	1268
811	5452	1262
812	5458	1255
813	5467	1249
814	5475	1242
815	5480	1235
816	5489	1229
817	5497	1223
818	5505	1216
819	5510	1209
820	5519	1203
821	5528	1197
822	5536	1190
823	5542	1183
824	5552	1177
825	5561	1171
826	5570	1165
827	5578	1158
828	5586	1152
829	5593	1145
830	5599	1138
831	5609	1132
832	5618	1126
833	5628	1120
834	5634	1113
835	5643	1107
836	5651	1100
837	5659	1094
838	5664	1086
839	5672	1080
840	5680	1073
841	5685	1066
842	5694	1060
843	5703	1054
844	5709	1047
845	5719	1041
846	5728	1034
847	5737	1028
848	5747	1022
849	5756	1015
850	5765	1009
851	5774	1003
852	5785	997
853	5794	990
854	5803	984
855	5810	977
856	5819	971
857	5829	964
858	5838	958
859	5845	951
860	5848	944
861	5852	937
862	5855	929
863	5858	922
864	5868	915
865	5876	909
866	5878	901
867	5884	894
868	5887	887
869	5891	880
870	5894	873
871	5898	865
872	5903	858
873	5909	851
874	5913	844
875	5921	838
876	5925	831
877	5933	824
878	5936	817
879	5941	810
880	5946	803
881	5952	796
882	5955	789
883	5959	782
884	5964	775
885	5968	767
886	5975	761
887	5979	754
888	5985	747
889	5992	740
890	5995	733
891	6000	726
892	6003	719
893	6007	712
894	6012	705
895	6017	698
896	6022	691
897	6031	685
898	6040	678
899	6050	672
900	6058	665
901	6067	659
902	6075	652
903	6081	645
904	6089	639
905	6098	632
906	6107	626
907	6116	619
908	6121	612
909	6132	606
910	6139	599
911	6147	593
912	6154	586
913	6160	579
914	6169	573
915	6178	566
916	6184	559
917	6193	553
918	6201	546
919	6209	539
920	6215	533
921	6224	526
922	6232	519
923	6241	513
924	6255	507
925	6261	500
926	6269	493
927	6278	487
928	6286	480
929	6291	473
930	6301	467
931	6306	460
932	6315	453
933	6324	446
934	6333	440
935	6338	433
936	6349	426
937	6358	420
938	6366	413
939	6375	406
940	6382	400
941	6390	393
942	6397	386
943	6405	379
944	6412	373
945	6421	366
946	6428	359
947	6436	353
948	6444	346
949	6454	339
950	6462	332
951	6473	326
952	6485	319
953	6498	313
954	6511	306
955	6527	300
956	6543	293
957	6553	287
958	6565	280
959	6576	274
960	6593	267
961	6604	260
962	6613	254
963	6625	247
964	6634	240
965	6642	233
966	6653	227
967	6662	220
968	6668	213
969	6674	206
970	6681	199
971	6689	192
972	6694	185
973	6706	179
974	6715	172
975	6722	165
976	6731	158
977	6735	151
978	6739	144
979	6743	137
980	6747	130
981	6751	123
982	6755	116
983	6759	109
984	6763	102
985	6767	96
986	6770	89
987	6774	82
988	6778	75
989	6786	68
990	6790	61
991	6794	54
992	6798	47
993	6802	41
994	6806	34
995	6810	27
996	6818	20
997	6827	13
998	6831	6
999	6835	0
	12358	37
997	12362	24
998	12365	12
999	12368	0
